caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A mouse cruelly placed into the toilet bowl for disposal.,bowl,mouse,toilet,000000544009.jpg,9,2,8,424108
a shower a toilet a window and a sink,toilet,sink,window,000000529507.jpg,4,9,6,425793
" A bathroom with a toilet, sink, counter and large mirror",mirror,toilet,sink,000000320951.jpg,12,5,7,426128
a white oven a sink a dishwasher and a microwave,oven,sink,microwave,000000088988.jpg,3,5,10,426337
A beautiful bathroom sink with a person taking a photo in the mirror.,person,mirror,sink,000000064155.jpg,7,13,4,426730
"A bathroom with a toilet, tub, shower head, sink and mirror.",mirror,toilet,sink,000000062210.jpg,14,5,12,426903
A parked motorcycle with a cat and a person leaning on top of it.,motorcycle,cat,person,000000009801.jpg,3,6,9,427717
"A desk with a keyboard, monitor, scanner and laptop.",desk,laptop,keyboard,000000166565.jpg,2,11,5,429613
"A bathroom with a sink, toilet, tub and mirror.",mirror,toilet,sink,000000313063.jpg,11,7,5,432586
"the sink, mirror and toilet in a white bathroom",mirror,toilet,sink,000000007214.jpg,4,6,2,432694
a cat on top of a toilet bowl in a bathroom,cat,bowl,toilet,000000198563.jpg,2,8,7,447385
an older man in a hat and bowtie in his car,tie,hat,car,000000434415.jpg,9,6,12,447409
a bath room with a sink a mirror and a toilet,mirror,toilet,sink,000000007214.jpg,8,11,6,448063
A person on a motorcycle with a stuffed reindeer on the window.,motorcycle,person,window,000000472160.jpg,5,2,12,449086
A person looking into an open toilet bowl.,person,bowl,toilet,000000273556.jpg,2,8,7,450975
An open faced sandwich on a plate with a  fork.,fork,sandwich,plate,000000077951.jpg,10,4,7,451070
"A bathroom with toilet, mirror and double sink.",mirror,toilet,sink,000000447038.jpg,6,4,9,451095
A man sits in a car with a hat and tie on.,tie,hat,car,000000434415.jpg,11,9,6,452326
A cat is sitting on a motorcycle looking in the mirror.,motorcycle,cat,mirror,000000529968.jpg,7,2,11,454820
An orange cat laying on top of a black car.,orange,cat,car,000000489687.jpg,2,3,10,456433
there is a desk chair sitting by the door of a bathroom,chair,door,desk,000000269017.jpg,5,9,4,460362
a kitchen with a refrigerator a sink a stove and microwave ,refrigerator,sink,microwave,000000050609.jpg,5,7,11,462781
A cat sitting on a motorcycle looking at the mirror.,motorcycle,cat,mirror,000000529968.jpg,6,2,10,464105
An orange sitting beside an apple and a banana. ,orange,apple,banana,000000494550.jpg,2,6,9,465368
An orange cat hiding on the wheel of a red car.,orange,cat,car,000000565797.jpg,2,3,11,465739
"A bathroom with a sink, toilet, and window.",toilet,sink,window,000000136920.jpg,7,5,10,469841
A white toilet sitting under a window near a sink.,toilet,sink,window,000000223122.jpg,3,10,7,478576
Decorated coffee cup with spoon next to miniature bicycle.,spoon,cup,bicycle,000000158708.jpg,5,3,9,481474
A cat sitting on top of a toilet bowl in a bathroom.,cat,bowl,toilet,000000216664.jpg,2,9,8,485325
An orange cat laying in a sink with his paws on the edge.,orange,cat,sink,000000486501.jpg,2,3,7,485549
"A bathroom with a toilet, sink, mirror and a shower stall.",mirror,toilet,sink,000000299077.jpg,9,5,7,486549
A cat hangs out in a bathroom sink by a bottle of Method soap.,bottle,cat,sink,000000076588.jpg,11,2,8,490060
"A kitchen has a sink, stove, refrigerator, and window in it.",refrigerator,sink,window,000000107516.jpg,9,5,12,492461
An orange cat laying on the seat of a motorcycle,orange,motorcycle,cat,000000546264.jpg,2,10,3,494672
A large orange tabby cat is laying down on a motorcycle seat.,orange,motorcycle,cat,000000546264.jpg,3,11,5,496580
"A bathroom with a sink, window, toilet and tub in it. ",toilet,sink,window,000000435005.jpg,9,5,7,497752
"A bathroom with a sink, toilet and large mirror.",mirror,toilet,sink,000000436848.jpg,10,7,5,498308
The white and orange cat is laying inside of a bathroom sink.,orange,cat,sink,000000219492.jpg,4,5,12,498825
a desk with a monitor and keyboard and mouse,mouse,desk,keyboard,000000091617.jpg,9,2,7,504523
A person standing near a white toilet bowl ,person,bowl,toilet,000000045016.jpg,2,8,7,505018
"A sink, soap, toilet and a mirror ",mirror,toilet,sink,000000192554.jpg,9,6,2,506640
A man riding a motorcycle down a street next to a train car.,motorcycle,train,car,000000450182.jpg,5,12,13,510973
"A very modern bathroom with a bowl sink, toilet and tub.",bowl,toilet,sink,000000287829.jpg,7,10,8,511169
"A kitchen with a door, stove, sink, cabinets and a vase with flowers. ",door,vase,sink,000000538231.jpg,5,14,9,511579
"A bathroom with a tub, toilet, sink and a mirror with red edging.",mirror,toilet,sink,000000287829.jpg,12,7,9,512003
"A kitchen with a sink, stove, refrigerator, microwave, and kitchen decor. ",refrigerator,sink,microwave,000000241645.jpg,9,5,11,512026
A person with a backpack riding a snowboard down a mountain side.,backpack,person,snowboard,000000578813.jpg,5,2,8,513566
There is a bathroom with a sink toilet and door,door,toilet,sink,000000002388.jpg,10,8,7,514119
A man by a bowl of food by a pizza and large beer bottle.,bottle,bowl,pizza,000000190115.jpg,14,5,10,515347
"A bathroom sink with a flower vase, mirror and soap dispenser.",vase,mirror,sink,000000512982.jpg,7,9,3,515441
"A toilet, sink, mirror, and tub in a bathroom.",mirror,toilet,sink,000000337969.jpg,6,2,4,518946
A plate topped with a cut in half sandwich and a bowl of soup,bowl,sandwich,plate,000000460507.jpg,12,9,2,520946
A picture of a bowl of soup and sandwich on a square plate.,bowl,sandwich,plate,000000460507.jpg,5,9,13,522971
An empty chair is at a messy desk with a laptop and a monitor on it.,chair,desk,laptop,000000399164.jpg,3,8,11,528767
The person is doing tricks on his skateboard by the yellow motorcycle.,motorcycle,person,skateboard,000000268539.jpg,12,2,8,528998
A person with a hat and a tie on a street.,tie,person,hat,000000418535.jpg,8,2,5,529520
"A bathroom that has a sink, toilet and mirror.",mirror,toilet,sink,000000254750.jpg,10,8,6,530298
A plate that has a sandwich and bowl of soup on it.,bowl,sandwich,plate,000000460507.jpg,8,6,2,530333
A toilet sitting next to a white sink under a mirror.,mirror,toilet,sink,000000182450.jpg,11,2,8,530950
A person in a mirror by a sink with a camera.,person,mirror,sink,000000303413.jpg,2,5,8,531582
A toilet with a sink and the door opened,door,toilet,sink,000000326781.jpg,8,2,5,532837
"A bathroom with a toilet, sink, mirror and tiled floors and walls.",mirror,toilet,sink,000000254750.jpg,9,5,7,534402
picture of a sink with a mirror and a toilet,mirror,toilet,sink,000000182450.jpg,7,10,4,535840
"A small bathroom has a toilet, sink, mirror, and a small trash can.",mirror,toilet,sink,000000029449.jpg,10,6,8,538803
A bathroom with wooden door and a suitcase on metal a metal frame chair.,chair,door,suitcase,000000145746.jpg,14,5,8,539096
The cat is looking out of the car window. ,cat,window,car,000000359638.jpg,2,9,8,539112
Person holding open a large door to the walk-in refrigerator,door,person,refrigerator,000000061602.jpg,6,1,12,539465
Shower view of the toilet next to the sink with a large mirror above it.,mirror,toilet,sink,000000029449.jpg,13,5,9,539466
"Corner view of a home restroom with toilet, mirror, sink, and bathroom products.",mirror,toilet,sink,000000029449.jpg,10,8,12,540078
"Motorcycle, bicycle and bus traffic in an oriental city",motorcycle,bicycle,bus,000000321886.jpg,1,3,5,540656
"A toilet with a sink, mirror and tiled floors",mirror,toilet,sink,000000520489.jpg,7,2,5,542015
A cat sitting in the passenger seat of a car making a face in the window.,cat,window,car,000000359638.jpg,2,16,10,543075
"A dog sleeping between a book bag and a shredder, underneath a computer desk ",desk,dog,book,000000555298.jpg,17,2,6,543452
a toilet a shower a tub a sink cabinets and a mirror,mirror,toilet,sink,000000326564.jpg,12,2,8,543586
A bathroom that has a toilet sink and mirror in it.,mirror,toilet,sink,000000341011.jpg,9,6,7,544707
A grey cat with a white chest squints out a car window and smiles.,cat,window,car,000000359638.jpg,3,13,12,546498
"A cat in a car, meowing, while looking out the window.",cat,window,car,000000359638.jpg,2,14,5,547266
a person in socks lying on bed watching Tv screen,bed,person,tv,000000513073.jpg,7,2,9,547579
A person resting their head on a pillow next to an airplane window.,person,airplane,window,000000202102.jpg,2,12,13,547809
A person watches TV while laying in bed. ,bed,person,tv,000000513073.jpg,8,2,4,548788
A view of a cow in a car's mirror. ,mirror,cow,car,000000512796.jpg,10,5,8,549640
"A bathroom with a sink, toilet, tub and a mirror. ",mirror,toilet,sink,000000206958.jpg,12,7,5,550040
A dog laying underneath a computer desk with a laptop computer and monitor on top of it.,desk,laptop,dog,000000555298.jpg,8,11,2,550232
"A bathroom showing toilet, sink, and mirror ",mirror,toilet,sink,000000423165.jpg,9,4,6,551227
A desk with a laptop and computer on it and a dog laying under it. ,desk,laptop,dog,000000555298.jpg,2,5,13,551498
A partially eaten slice of cake with a spoon on a plate.,spoon,cake,plate,000000381382.jpg,9,6,12,553309
"A bathroom with a glass shower door, a sink and a mirror. ",door,mirror,sink,000000356299.jpg,7,13,10,553493
A person on a mirror and a sink in the bathroom,person,mirror,sink,000000128392.jpg,2,5,8,553675
"A bathroom with colored walls, a toilet, a sink, a tub and a mirror.",mirror,toilet,sink,000000364783.jpg,17,8,11,554670
A bicycle with many gadgets and a mirror parked near a car. ,mirror,bicycle,car,000000086135.jpg,8,2,12,558712
A white toilet and a sink with a cat.,cat,toilet,sink,000000489344.jpg,9,3,6,564026
A person sitting in a car with a cat on their lap.,cat,person,car,000000215353.jpg,9,2,6,564565
a bathroom with a toilet sink and a window,toilet,sink,window,000000069494.jpg,5,6,9,566710
A cat watching a TV depicting a dog in a cage. ,cat,tv,dog,000000490105.jpg,2,5,8,566860
A white toilet sitting under a window on an airplane.,airplane,toilet,window,000000456732.jpg,10,3,7,567378
A bicycle leans against a standing train car.,train,bicycle,car,000000161141.jpg,7,2,8,568004
A washroom with toilet and sink in which a cat is s,cat,toilet,sink,000000489344.jpg,11,5,7,568238
a large orange cat jumping into a bathroom sink,orange,cat,sink,000000311531.jpg,3,4,9,574288
"A big white, yellow and grey kitchen with a stainless steel oven and microwave and sink.",oven,sink,microwave,000000514018.jpg,13,17,15,574491
an orange cat is standing on a sink,orange,cat,sink,000000311531.jpg,2,3,8,577348
A person is riding a bicycle but there is a train in the background.,person,train,bicycle,000000483108.jpg,2,11,6,581820
a sink a picture a mirror and a chair and shelf,chair,mirror,sink,000000505132.jpg,9,6,2,582003
the bathroom has a toilet and a sink and mirror,mirror,toilet,sink,000000061882.jpg,10,5,8,582585
a black and white dog a bicycle and a person and buildings,person,bicycle,dog,000000070815.jpg,10,7,5,582625
a white counter a black oven a chair a light and a microwave,chair,oven,microwave,000000539423.jpg,8,6,13,584046
A person standing in front of a porta pottie toilet.,tie,person,toilet,000000543006.jpg,10,2,11,585777
A cat drinking out of a white toilet bowl.,cat,bowl,toilet,000000009170.jpg,2,9,8,589223
a laptop computer on a desk and a tv,tv,desk,laptop,000000573823.jpg,10,7,2,596373
A person at the door with a desk at the center of the room and a potted plant,door,person,desk,000000166401.jpg,5,2,8,598519
a small airplane bathroom has a toilet and small sink.,airplane,toilet,sink,000000225867.jpg,3,7,10,601711
"A yellow bathroom with sink, mirror, tub, potted plant and window.",mirror,sink,window,000000166401.jpg,7,5,14,602239
A white toilet sitting under a window next to a sink.,toilet,sink,window,000000195897.jpg,3,11,7,603406
Microwave stationed above the oven next to the wide refrigerator ,oven,refrigerator,microwave,000000511430.jpg,5,10,1,604072
A dog attache by his leash to the side car of a motorcycle parked in a parking lot.,motorcycle,dog,car,000000532426.jpg,14,2,11,604999
a tub toilet sink and medicine cabinet and door,door,toilet,sink,000000380162.jpg,9,3,4,606790
a dog tied to a motorcycle with a side car in a parking lot ,motorcycle,dog,car,000000532426.jpg,6,2,10,608254
A toilet and sink near a window in a bathroom.,toilet,sink,window,000000151832.jpg,2,4,7,608868
A dog waits as it is tied up to a motorcycle sidecar.,motorcycle,dog,car,000000532426.jpg,11,2,13,609172
a close up of a dog in a car window,dog,window,car,000000559950.jpg,6,10,9,609238
a bath room with a toilet a sink and a mirror ,mirror,toilet,sink,000000032990.jpg,11,6,8,609922
A bathroom door opened with a sink and mirror in it.,door,mirror,sink,000000087929.jpg,3,9,7,610080
A person holding a computer mouse next to a keyboard.,person,mouse,keyboard,000000146504.jpg,2,7,11,611532
"A kitchen has a stove, a microwave, and a toaster oven.",oven,toaster,microwave,000000275695.jpg,13,12,8,611681
"The door to a restroom is open, showing a sink and mirror.",door,mirror,sink,000000087929.jpg,2,13,11,612525
A person walking beside a bicycle with a boat in the background.,person,bicycle,boat,000000390298.jpg,2,6,9,614603
A small dog is peeping out of car window on the road.,dog,window,car,000000559950.jpg,3,10,9,615379
A person sits in a chair in a field with a tv set.,chair,person,tv,000000500568.jpg,6,2,12,617242
a toilet a sink some lights and a window and cabinet,toilet,sink,window,000000504827.jpg,2,4,9,617555
an office desk with a banana on top and chair pulled away,chair,desk,banana,000000267932.jpg,10,3,6,618472
The reflection of the sink is seen in both the glass shower door and the mirror.,door,mirror,sink,000000298732.jpg,13,16,5,623732
"A bathroom sink with a toothbrush, soap dispenser and mirror.",mirror,toothbrush,sink,000000328091.jpg,11,6,3,626386
"A small bathroom with a sink, toilet, and window",toilet,sink,window,000000134649.jpg,8,6,11,627409
"Inside of a bathroom with a sink, toilet and mirror.",mirror,toilet,sink,000000034701.jpg,11,9,7,627840
"A green tile bathroom with sink, drawers, toilet, and window.",toilet,sink,window,000000132342.jpg,10,6,13,628390
A sink with a mirror above it has a bottle of soap and toothbrushes on it. ,bottle,mirror,sink,000000328091.jpg,10,5,2,631852
A dog driving a car down a street past a truck.,truck,dog,car,000000521869.jpg,11,2,5,639423
A laptop and a keyboard on a desk.,desk,laptop,keyboard,000000441253.jpg,8,2,5,639984
The woman is tying her shoe on a bench next to a parked bicycle.,shoe,bench,bicycle,000000328818.jpg,6,9,14,640590
